Update Date,дата,Currency Code,Funds Amount,Transaction Amount,Transaction Type,Verb,Transaction Status,Fee Currency,Fee,Balance Currency,Balance,,Payment Id,Merchant Order Id,Description,Jeton transaction ID,Account ID,Fx Rate,Original date(Created date)
01/02/2023 15:22,1,TRY,12611,"558,81",PAY,RECEIVED,APPROVED,EUR,"19,29",EUR,566.09,,15044066,6937648401,,06fd493e4b324a8e9e460d3c09f60e8d,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 10:17
01/02/2023 15:21,1,TRY,126,"-658,48",PAYOUT,SENT,APPROVED,EUR,"7,02",EUR,7.28,,15043938,6937566981,,1232b0905a324cac9a47675874a1658e,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 10:06
01/02/2023 15:11,1,TRY,5,"221,1",PAY,RECEIVED,APPROVED,EUR,"7,95",EUR,665.76,,15043903,6937546321,,c4a7f4d5e1c647edb4e50010bb3fa512,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 10:03
01/02/2023 14:58,1,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,444.66,,15043790,6937487993,,281d967ab9f8454d887bd7ee7d4e4725,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 9:54
01/02/2023 14:51,1,EUR,100,"96,25",PAY,RECEIVED,APPROVED,EUR,"3,75",EUR,435.49,,15043696,6937430069,,c95a84803e604eaaa9647d6dd19281c8,a759163a6e324c30a067be90b37241e7,,22/01/2023 9:45
01/02/2023 14:38,1,EUR,50,"47,87",PAY,RECEIVED,APPROVED,EUR,"2,13",EUR,339.24,,15043533,6937340385,,ee809b7bd40e4f54b27dbfb792e28dbc,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 9:31
01/02/2023 14:27,1,EUR,50,"47,87",PAY,RECEIVED,APPROVED,EUR,"2,13",EUR,291.37,,15042800,6936833195,,0adc1d3b91b64fc7ac808817831db62c,a759163a6e324c30a067be90b37241e7,,22/01/2023 7:55
01/02/2023 13:56,1,TRY,800,"34,92",PAY,RECEIVED,APPROVED,EUR,"1,7",EUR,243.50,,15042728,6936748221,,d092f89df6684e86bd3e637d04b7c3c1,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 7:35
01/02/2023 13:36,1,EUR,"70,22","-71,43",PAYOUT,SENT,APPROVED,EUR,"1,21",EUR,208.58,,2064099,1378343793,Payout description,651faede74b240508fc0bad566597a0f,a759163a6e324c30a067be90b37241e7,0.236,22/01/2023 5:51
01/02/2023 13:15,1,EUR,14,"13,04",PAY,RECEIVED,APPROVED,EUR,"0,96",EUR,280.01,,15041317,6935799327,,75edb810e4b0477bba98b351fced96c9,a759163a6e324c30a067be90b37241e7,0.209,22/01/2023 0:39
01/02/2023 12:55,1,EUR,50,"47,87",PAY,RECEIVED,APPROVED,EUR,"2,13",EUR,266.97,,15041278,6935782665,,5914a4b1fd2e40cabe082dcc77ec24cc,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 0:32
01/02/2023 12:38,1,PLN,10,"1,42",PAY,RECEIVED,APPROVED,EUR,"0,57",EUR,219.10,,15041193,6935739455,,ee48ecdbfbfc4eb5acd36cb79a4670a0,a759163a6e324c30a067be90b37241e7,0.046,22/01/2023 0:16
01/02/2023 12:31,1,TRY,70,"2,59",PAY,RECEIVED,APPROVED,EUR,"0,61",EUR,217.68,,2063772,1378139569,Payout description,515d1a3785d24bed81675c9d8e363240,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 23:51
01/02/2023 12:25,1,TRY,500,"21,67",PAY,RECEIVED,APPROVED,EUR,"1,25",EUR,215.09,,2063724,1378093173,Payout description,99bfe314312e42a9b301e95f6b9bdcf2,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 23:21
01/02/2023 12:19,1,TRY,250,"10,58",PAY,RECEIVED,APPROVED,EUR,"0,88",EUR,193.42,,2063696,1378081311,Payout description,52335e9fa0bf4ceabe8de6c4535c4a17,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 23:06
01/02/2023 12:05,1,EUR,15,"14,01",PAY,RECEIVED,APPROVED,EUR,"0,99",EUR,182.84,,15040761,6935514169,,814da9c56439473086c39a89d7d9b8c8,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 23:04
01/02/2023 11:23,1,PLN,10,"1,42",PAY,RECEIVED,APPROVED,EUR,"0,57",EUR,168.83,,15040674,6935473549,,5746fdf7b829442180ac8c115cea6867,a759163a6e324c30a067be90b37241e7,,21/01/2023 22:55
01/02/2023 10:34,1,EUR,5,"4,33",PAY,RECEIVED,APPROVED,EUR,"0,67",EUR,167.41,,2063649,1378047297,Payout description,76ff8ebe2b2244cc84431552691f58b8,a759163a6e324c30a067be90b37241e7,,21/01/2023 22:51
01/02/2023 10:33,1,EUR,15,"14,01",PAY,RECEIVED,APPROVED,EUR,"0,99",EUR,163.08,,15040605,6935432171,,398ebec50ef644f5a5977a21e6b68ab1,a759163a6e324c30a067be90b37241e7,,21/01/2023 22:43
01/02/2023 10:23,1,EUR,76,"73,03",PAY,RECEIVED,APPROVED,EUR,"2,97",EUR,149.07,,15040459,6935359553,,44446fa64f7d4692a92bf6cda43de495,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 22:26
01/02/2023 9:41,1,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,76.04,,15040389,6935316361,,fbdd36b479ed4ed0a05915011a2de7c9,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 22:16
01/02/2023 8:51,1,TRY,400,"-21,42",PAYOUT,SENT,APPROVED,EUR,"0,71",EUR,66.87,,2063515,1377963727,Payout description,e16504b2c4fe4945ad45f77ab467faf2,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 22:06
01/02/2023 7:58,1,PLN,126,"23,83",PAY,RECEIVED,APPROVED,EUR,"1,32",EUR,88.29,,15040231,6935226829,,5acdfd0039cd45fe9f7741ed121a6bf7,a759163a6e324c30a067be90b37241e7,,21/01/2023 21:58
01/02/2023 7:40,1,TRY,464,"20,11",PAY,RECEIVED,APPROVED,EUR,"1,2",EUR,64.46,,15040208,6935217947,,7141e457b1c14789aae9402bf94efefe,a759163a6e324c30a067be90b37241e7,,21/01/2023 21:56
01/02/2023 3:48,1,TRY,1,"43,93",PAY,RECEIVED,APPROVED,EUR,2,EUR,44.35,,15039978,6935106867,,8874e502cddb4cc184758c718365004a,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 21:32
01/02/2023 0:51,1,PLN,50,"-11,89",PAYOUT,SENT,APPROVED,EUR,"0,62",EUR,0.42,,15039902,6935071689,,4cd8630c77b94a39830aa20ed8d53884,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 21:25
01/02/2023 0:21,1,PLN,13,"-3,46",PAYOUT,SENT,APPROVED,EUR,"0,53",EUR,12.31,,15039745,6935008949,,20df819fe31d48acb1c1bc87d655e591,a759163a6e324c30a067be90b37241e7,,21/01/2023 21:11
31/01/2023 23:02,31,PLN,"6,1","0,67",PAY,RECEIVED,APPROVED,EUR,"0,54",EUR,15.77,,15039580,6934940667,,be7fb6aa5aa24cbb868b2f2de06aae5a,a759163a6e324c30a067be90b37241e7,,21/01/2023 20:58
31/01/2023 22:21,31,EUR,50,-51,PAYOUT,SENT,APPROVED,EUR,1,EUR,15.10,,15039425,6934857517,,4e5552025eed4e489d0308aba7b8268e,a759163a6e324c30a067be90b37241e7,0.209,21/01/2023 20:52
31/01/2023 22:06,31,EUR,199,"-201,49",PAYOUT,SENT,APPROVED,EUR,"2,49",EUR,66.10,,2063271,1377875593,Payout description,608421cce5144131b5f6a0b0961e5d63,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 20:51
31/01/2023 21:51,31,TRY,6,"-314,91",PAYOUT,SENT,APPROVED,EUR,"3,62",EUR,267.59,,2063267,1377867811,Payout description,df9f6b546ad945bf82c132b90fac39ec,a759163a6e324c30a067be90b37241e7,,21/01/2023 20:51
31/01/2023 21:24,31,TRY,400,"17,26",PAY,RECEIVED,APPROVED,EUR,"1,1",EUR,582.50,,15039411,6934851261,,7691fa636b4c413e8239ec1c75697fd5,a759163a6e324c30a067be90b37241e7,0.209,21/01/2023 20:41
31/01/2023 21:02,31,PLN,300,"57,43",PAY,RECEIVED,APPROVED,EUR,"2,45",EUR,565.24,,2063196,1377835443,Payout description,353fc47e4aa944aaa95e40a1c760c975,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 20:21
31/01/2023 20:58,31,EUR,100,"96,25",PAY,RECEIVED,APPROVED,EUR,"3,75",EUR,507.81,,15039204,6934729663,,8f795912ad764ada8dd78b1c381a154b,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 20:18
31/01/2023 20:53,31,PLN,100,"18,8",PAY,RECEIVED,APPROVED,EUR,"1,15",EUR,411.56,,15038601,6934380151,,420e554e24e44513bbe7772559958379,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 19:24
31/01/2023 20:43,31,PLN,50,"9,14",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,392.76,,15038240,6934154313,,45420607d78a4182886fe536e50148a1,a759163a6e324c30a067be90b37241e7,,21/01/2023 18:51
31/01/2023 20:32,31,PLN,30,"5,28",PAY,RECEIVED,APPROVED,EUR,"0,7",EUR,383.62,,2062891,1377695513,Payout description,64a22af2f7ae42e88c84e368a44790d4,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 18:51
31/01/2023 20:06,31,TRY,1095,"-57,88",PAYOUT,SENT,APPROVED,EUR,"1,07",EUR,378.34,,2062888,1377682723,Payout description,909e97e1df154f69b4400ca5621e8058,a759163a6e324c30a067be90b37241e7,0.012,21/01/2023 18:51
31/01/2023 19:47,31,TRY,800,"35,01",PAY,RECEIVED,APPROVED,EUR,"1,7",EUR,436.22,,2062849,1377679503,Payout description,bf156cdf72294c9589ed7f6f21a924ac,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 18:36
31/01/2023 19:45,31,TRY,1,"43,89",PAY,RECEIVED,APPROVED,EUR,2,EUR,401.21,,15038057,6934054517,,1b134a0dcbc948d7886013b4c97725e9,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 18:34
31/01/2023 19:41,31,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,357.32,,15038034,6934036563,,e67a6ffe3c2b4f769c98a8ae2f78889f,a759163a6e324c30a067be90b37241e7,,21/01/2023 18:34
31/01/2023 19:37,31,TRY,280,"11,92",PAY,RECEIVED,APPROVED,EUR,"0,92",EUR,348.15,,15038050,6934046429,,9bdb42b6a91746b5ba2cbaed0a4b1ede,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 18:33
31/01/2023 19:36,31,TRY,1314,"-69,3",PAYOUT,SENT,APPROVED,EUR,"1,19",EUR,336.23,,15037853,6933927191,,520bd14acadb41a297b79df63be95e0e,a759163a6e324c30a067be90b37241e7,,21/01/2023 18:15
31/01/2023 19:35,31,EUR,"27,06","25,68",PAY,RECEIVED,APPROVED,EUR,"1,38",EUR,405.53,,15037732,6933856169,,3c094fc8ed934b3499039e8ac81449d2,a759163a6e324c30a067be90b37241e7,,21/01/2023 18:06
31/01/2023 19:28,31,EUR,"41,95","40,08",PAY,RECEIVED,APPROVED,EUR,"1,87",EUR,379.85,,15037536,6933693555,,6bc9ab65eebd4b2c9484414f456927aa,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 17:40
31/01/2023 19:14,31,EUR,24,"22,72",PAY,RECEIVED,APPROVED,EUR,"1,28",EUR,339.77,,15037505,6933673123,,212d6f3c8aeb41489158d794919c20fe,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 17:37
31/01/2023 19:09,31,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,317.05,,2062571,1377592145,Payout description,43d2b2e430664856ad4aeec3b4553e13,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 17:36
31/01/2023 19:06,31,EUR,"41,95","-42,87",PAYOUT,SENT,APPROVED,EUR,"0,92",EUR,307.88,,15037274,6933501711,,376fed665b6c41c08669575f28f30c9b,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 17:17
31/01/2023 19:06,31,EUR,199,"192,03",PAY,RECEIVED,APPROVED,EUR,"6,97",EUR,350.75,,15037242,6933477313,,eedde5cdc1574df4af40db1b456bdc4f,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 17:14
31/01/2023 18:30,31,PLN,100,"18,81",PAY,RECEIVED,APPROVED,EUR,"1,15",EUR,158.72,,2062425,1377517951,Payout description,da43f38de61c415c99afcfa4a212630e,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 16:51
31/01/2023 18:23,31,PLN,200,"38,12",PAY,RECEIVED,APPROVED,EUR,"1,8",EUR,139.91,,15036830,6933164473,,0b0464e571134c8d8cda414075041330,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 16:37
31/01/2023 18:09,31,PLN,20,"3,36",PAY,RECEIVED,APPROVED,EUR,"0,63",EUR,101.79,,2062392,1377508575,Payout description,860ae567a2ee48a4bdf4f8f23309e20d,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 16:36
31/01/2023 17:47,31,PLN,"6,8","0,8",PAY,RECEIVED,APPROVED,EUR,"0,55",EUR,98.43,,2062390,1377505583,Payout description,90f3456acfc64ed5ac06e74886236604,a759163a6e324c30a067be90b37241e7,,21/01/2023 16:36
31/01/2023 17:06,31,PLN,500,"-114,22",PAYOUT,SENT,APPROVED,EUR,"1,63",EUR,97.63,,15036783,6933127195,,6b2425d591af43e88089e350899661b9,a759163a6e324c30a067be90b37241e7,,21/01/2023 16:34
31/01/2023 17:05,31,EUR,"119,08","114,7",PAY,RECEIVED,APPROVED,EUR,"4,38",EUR,211.85,,2062295,1377461795,Payout description,72b9aae6e94d4dc2963ff119c1f76ccf,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 16:06
31/01/2023 17:02,31,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,97.15,,15036398,6932866615,,7fd2ce8d23bc4bfc8a66ec4fd2401dca,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 16:00
31/01/2023 16:36,31,PLN,300,"57,4",PAY,RECEIVED,APPROVED,EUR,"2,45",EUR,87.98,,15036299,6932822577,,a50ea4517ceb430aa4972d30d646cac5,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 15:55
31/01/2023 16:21,31,EUR,150,-152,PAYOUT,SENT,APPROVED,EUR,2,EUR,30.58,,15036249,6932788249,,5b599551c5d8416387090a3d4239c5cf,a759163a6e324c30a067be90b37241e7,,21/01/2023 15:50
31/01/2023 16:14,31,EUR,"50,11","47,98",PAY,RECEIVED,APPROVED,EUR,"2,13",EUR,182.58,,2062217,1377414511,Payout description,af0e1f411a6f485c907728f1ec4119c1,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 15:36
31/01/2023 15:59,31,PLN,200,"38,09",PAY,RECEIVED,APPROVED,EUR,"1,8",EUR,134.60,,15035967,6932629019,,2076db8c0f3c49a59cbeaa36d0ecc235,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 15:30
31/01/2023 15:51,31,EUR,"42,44","-43,37",PAYOUT,SENT,APPROVED,EUR,"0,93",EUR,96.51,,2062173,1377397753,Payout description,ae6391696aed463b814c70a4aa374001,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 15:21
31/01/2023 15:51,31,PLN,500,"-114,25",PAYOUT,SENT,APPROVED,EUR,"1,63",EUR,139.88,,2062164,1377388499,Payout description,1ddb6d9c09984519acda6182ae392472,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 15:21
31/01/2023 15:36,31,EUR,199,"-201,49",PAYOUT,SENT,APPROVED,EUR,"2,49",EUR,254.13,,15035819,6932529807,,49fa68ca1c624b588703ebe1b8377d7a,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 15:18
31/01/2023 15:26,31,TRY,5,"222,35",PAY,RECEIVED,APPROVED,EUR,"7,99",EUR,455.62,,15035789,6932515227,,aa22def5d2a248a99021d4d93e472318,a759163a6e324c30a067be90b37241e7,,21/01/2023 15:16
31/01/2023 15:12,31,TRY,2,"88,62",PAY,RECEIVED,APPROVED,EUR,"3,5",EUR,233.27,,15035719,6932463091,,e8947f27484545e982e5c156da9814a0,a759163a6e324c30a067be90b37241e7,,21/01/2023 15:10
31/01/2023 15:04,31,EUR,80,"76,9",PAY,RECEIVED,APPROVED,EUR,"3,1",EUR,144.65,,15035723,6932465661,,39be0fcc033d41aa84f9edcf0decd4c4,a759163a6e324c30a067be90b37241e7,,21/01/2023 15:10
31/01/2023 15:04,31,PLN,100,"18,8",PAY,RECEIVED,APPROVED,EUR,"1,15",EUR,67.75,,15035490,6932290205,,30d3a080fb434df1b20cf77eb084a1fd,a759163a6e324c30a067be90b37241e7,,21/01/2023 14:51
31/01/2023 14:51,31,TRY,10,"-525,03",PAYOUT,SENT,APPROVED,EUR,"5,7",EUR,48.95,,15035405,6932211973,,8d6c67ffa62544e59b6307ad5f898466,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 14:43
31/01/2023 14:37,31,PLN,51,"9,33",PAY,RECEIVED,APPROVED,EUR,"0,84",EUR,573.98,,2061981,1377318123,Payout description,940635f166764ecb9eab4d6289f5c520,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 14:21
31/01/2023 14:12,31,TRY,16,"70,74",PAY,RECEIVED,APPROVED,EUR,"2,9",EUR,564.65,,15035117,6931962883,,85512847b6fc42cfb08e3ab3c16218ce,a759163a6e324c30a067be90b37241e7,,21/01/2023 14:20
31/01/2023 14:11,31,EUR,"1,1","0,56",PAY,RECEIVED,APPROVED,EUR,"0,54",EUR,493.91,,15034978,6931859115,,a3bb5c12884b414186a0972d1ab059d9,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 14:07
31/01/2023 14:10,31,PLN,35,"6,25",PAY,RECEIVED,APPROVED,EUR,"0,73",EUR,493.35,,2061954,1377300055,Payout description,414af4a0dce940fbb0b1cdeb72fa598c,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 14:06
31/01/2023 14:06,31,JPY,30,"-228,22",PAYOUT,SENT,APPROVED,EUR,"2,76",EUR,487.10,,15034954,6931846223,,6b3581e4c8644359a54be9e89514ceaa,a759163a6e324c30a067be90b37241e7,,21/01/2023 14:06
31/01/2023 13:54,31,EUR,"2,77","2,17",PAY,RECEIVED,APPROVED,EUR,"0,6",EUR,715.32,,15034881,6931793009,,16b285ea44d84730898b94c28df2a8e6,a759163a6e324c30a067be90b37241e7,0.011,21/01/2023 14:00
31/01/2023 13:47,31,EUR,"1,57","1,01",PAY,RECEIVED,APPROVED,EUR,"0,56",EUR,713.15,,15034731,6931692269,,760fa50f506e4bb2b381de401b5ba631,a759163a6e324c30a067be90b37241e7,0.011,21/01/2023 13:53
31/01/2023 13:39,31,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,712.14,,15034760,6931711687,,43b14e9fbcba4f3db8d66349d6ffe0aa,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 13:50
31/01/2023 13:36,31,INR,200,"-2,92",PAYOUT,SENT,APPROVED,EUR,"0,53",EUR,702.97,,15034684,6931656863,,33346ef5d28d43ce987dba4384437187,a759163a6e324c30a067be90b37241e7,0.011,21/01/2023 13:45
31/01/2023 13:35,31,EUR,502,"485,18",PAY,RECEIVED,APPROVED,EUR,"16,82",EUR,705.89,,15034569,6931572761,,2ad6b9d2189f45d1b71d03548b37d0b6,a759163a6e324c30a067be90b37241e7,0.011,21/01/2023 13:35
31/01/2023 13:14,31,PLN,51,"9,34",PAY,RECEIVED,APPROVED,EUR,"0,84",EUR,220.71,,15034493,6931489819,,10a5344c6856423480218850e6282fcf,a759163a6e324c30a067be90b37241e7,,21/01/2023 13:27
31/01/2023 13:01,31,EUR,"19,61","18,47",PAY,RECEIVED,APPROVED,EUR,"1,14",EUR,211.37,,15034419,6931418429,,1a097d8c3caf42f99a50f0945598764e,a759163a6e324c30a067be90b37241e7,,21/01/2023 13:18
31/01/2023 12:41,31,EUR,70,"67,22",PAY,RECEIVED,APPROVED,EUR,"2,78",EUR,192.90,,15034314,6931334909,,e929f227a4da44a985c89df83225e2d7,a759163a6e324c30a067be90b37241e7,,21/01/2023 13:09
31/01/2023 12:40,31,EUR,7,"6,27",PAY,RECEIVED,APPROVED,EUR,"0,73",EUR,125.68,,2061797,1377221491,Payout description,bd51adbdef7e4edc96a9f2df9f27e87e,a759163a6e324c30a067be90b37241e7,0.236,21/01/2023 13:06
31/01/2023 12:40,31,TRY,390,"16,89",PAY,RECEIVED,APPROVED,EUR,"1,09",EUR,119.41,,15034214,6931230453,,ab91724521d84ddfaf2cf484d45a1075,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 12:58
31/01/2023 12:36,31,EUR,20,"-20,7",PAYOUT,SENT,APPROVED,EUR,"0,7",EUR,102.52,,15034138,6931182411,,479ca335843b4404824d5af6153b4c27,a759163a6e324c30a067be90b37241e7,,21/01/2023 12:55
31/01/2023 12:35,31,PLN,10,"1,42",PAY,RECEIVED,APPROVED,EUR,"0,57",EUR,123.22,,15034042,6931093367,,9470c9892fdf469aa25c72d1c35b53b7,a759163a6e324c30a067be90b37241e7,,21/01/2023 12:45
31/01/2023 12:21,31,EUR,35,"-35,85",PAYOUT,SENT,APPROVED,EUR,"0,85",EUR,121.80,,15033801,6930849147,,b03b3111d72747798da9f1d001ac1768,a759163a6e324c30a067be90b37241e7,,21/01/2023 12:23
31/01/2023 12:19,31,PLN,"16,21","2,62",PAY,RECEIVED,APPROVED,EUR,"0,61",EUR,157.65,,15033804,6930851665,,a2385ddb319443168ba3e7ec753de00e,a759163a6e324c30a067be90b37241e7,,21/01/2023 12:23
31/01/2023 12:02,31,EUR,5,"4,33",PAY,RECEIVED,APPROVED,EUR,"0,67",EUR,155.03,,2061708,1377179859,Payout description,301ead50cb65481aad126db3a61a0b81,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 12:21
31/01/2023 11:59,31,PLN,30,"5,28",PAY,RECEIVED,APPROVED,EUR,"0,7",EUR,150.70,,15033687,6930727167,,18d397f66396496a826690f607af9179,a759163a6e324c30a067be90b37241e7,,21/01/2023 12:12
31/01/2023 11:47,31,EUR,50,"47,87",PAY,RECEIVED,APPROVED,EUR,"2,13",EUR,145.42,,15033598,6930651403,,38a3ec164fda43b2a26cf90e37063bb0,a759163a6e324c30a067be90b37241e7,,21/01/2023 12:05
31/01/2023 11:35,31,PLN,12,"1,81",PAY,RECEIVED,APPROVED,EUR,"0,58",EUR,97.55,,15033443,6930517763,,a7a2d2fed3c04f34b0ac693ae39ebde1,a759163a6e324c30a067be90b37241e7,0.209,21/01/2023 11:51
31/01/2023 11:17,31,PLN,100,"18,81",PAY,RECEIVED,APPROVED,EUR,"1,15",EUR,95.74,,15033329,6930411989,,630b45d26feb40d8a0791ffadbcac607,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 11:41
31/01/2023 11:01,31,PLN,10,"1,42",PAY,RECEIVED,APPROVED,EUR,"0,57",EUR,76.93,,2061604,1377123941,Payout description,7be6919c17694d91b88eb4bde691d8a6,a759163a6e324c30a067be90b37241e7,0.052,21/01/2023 11:36
31/01/2023 10:52,31,EUR,"30,57","29,07",PAY,RECEIVED,APPROVED,EUR,"1,5",EUR,75.51,,2061599,1377117763,Payout description,f22f34ed3f7f4c218cfa527b5bf5064a,a759163a6e324c30a067be90b37241e7,,21/01/2023 11:36
31/01/2023 10:51,31,TRY,15,"-789,12",PAYOUT,SENT,APPROVED,EUR,"8,31",EUR,46.44,,15033177,6930276177,,4522ec476b5c4b6d84d9c275cad7fa88,a759163a6e324c30a067be90b37241e7,,21/01/2023 11:29
31/01/2023 10:48,31,PLN,500,"96,02",PAY,RECEIVED,APPROVED,EUR,"3,75",EUR,835.56,,15032530,6929786203,,532e1db1fd14438db8bfdd8bc13cdfa5,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 10:33
31/01/2023 10:45,31,EUR,"268,58","259,35",PAY,RECEIVED,APPROVED,EUR,"9,23",EUR,739.54,,15032508,6929771009,,67a2ab2589e746399a2d0d633867ea7a,a759163a6e324c30a067be90b37241e7,,21/01/2023 10:31
31/01/2023 10:36,31,TRY,388,"-20,92",PAYOUT,SENT,APPROVED,EUR,"0,71",EUR,480.19,,15032419,6929708531,,4a774e3852714545a62b88c63ae5b874,a759163a6e324c30a067be90b37241e7,,21/01/2023 10:23
31/01/2023 10:35,31,PLN,400,"76,7",PAY,RECEIVED,APPROVED,EUR,"3,1",EUR,501.11,,15032161,6929530085,,6f13b96d486043b18a699be8132f6c01,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 9:59
31/01/2023 10:29,31,PLN,52,"9,54",PAY,RECEIVED,APPROVED,EUR,"0,84",EUR,424.41,,15031729,6929264371,,f31c8af7e3f64d23b4d093d9c4edd837,a759163a6e324c30a067be90b37241e7,,21/01/2023 9:28
31/01/2023 10:28,31,EUR,275,"265,56",PAY,RECEIVED,APPROVED,EUR,"9,44",EUR,414.87,,15031528,6929136157,,16b1cdb7a66f4756ac37b27bfd9af6d3,a759163a6e324c30a067be90b37241e7,,21/01/2023 9:05
31/01/2023 10:19,31,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,149.31,,15031460,6929095559,,4cf8adb950b34b2b8fff80c4d0d43087,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 8:59
31/01/2023 10:13,31,EUR,20,"18,85",PAY,RECEIVED,APPROVED,EUR,"1,15",EUR,140.14,,15031377,6929028175,,70ca798733e34c2f9fad137f1a31ccda,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 8:48
31/01/2023 10:06,31,EUR,19,"-19,69",PAYOUT,SENT,APPROVED,EUR,"0,69",EUR,121.29,,15031363,6929019497,,89ef820c434f4dd5a488d61f7f4ea304,a759163a6e324c30a067be90b37241e7,,21/01/2023 8:47
31/01/2023 10:02,31,PLN,103,"19,38",PAY,RECEIVED,APPROVED,EUR,"1,17",EUR,140.98,,15031220,6928922035,,a0d180325eb44af193986dbd6e15638f,a759163a6e324c30a067be90b37241e7,,21/01/2023 8:30
31/01/2023 9:51,31,TRY,10,"-526,28",PAYOUT,SENT,APPROVED,EUR,"5,71",EUR,121.60,,15031140,6928869411,,110a214997f640cd96f474f3b2f72724,a759163a6e324c30a067be90b37241e7,,21/01/2023 8:20
31/01/2023 9:44,31,PLN,58,"10,68",PAY,RECEIVED,APPROVED,EUR,"0,88",EUR,647.88,,15031115,6928850765,,ddef8555fbef4216880589db84a4cfc5,a759163a6e324c30a067be90b37241e7,0.046,21/01/2023 8:16
31/01/2023 9:36,31,TRY,15,"-788,96",PAYOUT,SENT,APPROVED,EUR,"8,31",EUR,637.20,,15031096,6928839991,,5f2a18188f9649d4b0f9e969eeac9c4d,a759163a6e324c30a067be90b37241e7,,21/01/2023 8:16
31/01/2023 9:17,31,TRY,6,"267,47",PAY,RECEIVED,APPROVED,EUR,"9,51",EUR,1426.16,,15031070,6928818211,,64b76650f16743dcaded5536fe4675a3,a759163a6e324c30a067be90b37241e7,,21/01/2023 8:11
31/01/2023 8:57,31,EUR,10,"9,17",PAY,RECEIVED,APPROVED,EUR,"0,83",EUR,1158.69,,15030821,6928627275,,2f69869838af4eee859c693d6bf79815,a759163a6e324c30a067be90b37241e7,,21/01/2023 7:31
